site_id,plot_id,tree_id,live_or_dead,genus,species,fia_code,dbh,tree_height,notes,use_for_allometry,study_id,agb
Flamingo5B,333,9,live,Rhizophora,mangle,NA,22.2,20.54,NA,1,simard_2006,405887.5767045016
Flamingo5B,333,10,live,Laguncularia,racemosa,NA,16,14.3,NA,1,simard_2006,173220.77610095116
Flamingo5B,333,11,live,Rhizophora,mangle,NA,22,20.85,NA,1,simard_2006,396448.69747266057
Flamingo5B,333,12,live,Rhizophora,mangle,NA,20,19.71,NA,1,simard_2006,309432.5625380361
Flamingo5B,333,13,live,Rhizophora,mangle,NA,29.8,20.66,NA,1,simard_2006,872670.5333148259
Flamingo5B,333,14,live,Rhizophora,mangle,NA,24.3,17.19,NA,1,simard_2006,513410.01548861596
Flamingo5B,433,1,live,Laguncularia,racemosa,NA,27.4,24.45,NA,1,simard_2006,701519.0816111625
Flamingo5B,433,2,live,Avicennia,germinans,NA,25.7,19.45,NA,1,simard_2006,338818.824729374
Flamingo5B,433,3,live,Rhizophora,mangle,NA,5.8,8.7,NA,1,simard_2006,12382.285359399597
Flamingo5B,433,4,live,Rhizophora,mangle,NA,23.8,22.75,NA,1,simard_2006,486393.89309848537
Flamingo5B,433,5,live,Rhizophora,mangle,NA,19,15.26,NA,1,simard_2006,270799.2066381471
Flamingo5B,433,6,live,Rhizophora,mangle,NA,15.6,18.91,NA,1,simard_2006,162185.48389353495
Flamingo5B,433,7,live,Laguncularia,racemosa,NA,31.1,23,NA,1,simard_2006,975135.6557146643
Flamingo5B,433,8,live,Rhizophora,mangle,NA,26.9,23.03,NA,1,simard_2006,668719.4471652551
Flamingo5B,433,9,live,Laguncularia,racemosa,NA,14.5,14.69,NA,1,simard_2006,134104.95692723908
Flamingo5B,433,10,live,Rhizophora,mangle,NA,20.8,21,NA,1,simard_2006,342651.54635261756
Flamingo5B,433,11,live,Laguncularia,racemosa,NA,26.6,23.82,NA,1,simard_2006,649501.6824940488
Flamingo5B,433,12,live,Rhizophora,mangle,NA,23.6,23.7,NA,1,simard_2006,475838.12210814527
Flamingo5B,433,13,live,Laguncularia,racemosa,NA,20.4,16.22,NA,1,simard_2006,325781.5314254728
Flamingo5B,433,14,live,Rhizophora,mangle,NA,18.6,17.62,NA,1,simard_2006,256225.10522051176
Flamingo5B,433,15,live,Rhizophora,mangle,NA,23.1,27.4,NA,1,simard_2006,450069.07504146564
Flamingo5B,433,16,live,Avicennia,germinans,NA,41.2,18.65,NA,1,simard_2006,1051674.5253520904
Flamingo5B,633,1,live,Rhizophora,mangle,NA,14.5,14.84,NA,1,simard_2006,134104.95692723908
Flamingo5B,633,2,live,Rhizophora,mangle,NA,6.6,8.69,NA,1,simard_2006,17326.157485750893
Flamingo5B,633,3,live,Rhizophora,mangle,NA,14.3,15.41,NA,1,simard_2006,129348.5970469346
Flamingo5B,633,4,live,Rhizophora,mangle,NA,9.2,11.2,NA,1,simard_2006,41090.02223594582
Flamingo5B,633,5,live,Rhizophora,mangle,NA,16.5,9.91,NA,1,simard_2006,187649.01113972144
Flamingo5B,633,6,live,Rhizophora,mangle,NA,18.6,13.54,NA,1,simard_2006,256225.10522051176
Flamingo5B,633,7,live,Rhizophora,mangle,NA,20.5,16.3,NA,1,simard_2006,329949.9477525354
Flamingo5B,633,8,live,Rhizophora,mangle,NA,20.3,12.24,NA,1,simard_2006,321645.6807106608
Flamingo5B,633,9,live,Rhizophora,mangle,NA,19.2,9.82,NA,1,simard_2006,278273.0959412318
Flamingo5B,633,10,live,Rhizophora,mangle,NA,23.6,12,NA,1,simard_2006,475838.12210814527
Flamingo5B,633,11,live,Rhizophora,mangle,NA,9.9,10.16,NA,1,simard_2006,49720.962957812204
Flamingo5B,733,1,live,Rhizophora,mangle,NA,16,17.01,NA,1,simard_2006,173220.77610095116
Flamingo5B,733,2,live,Laguncularia,racemosa,NA,25.8,18.68,NA,1,simard_2006,599928.1778790079
Flamingo5B,733,3,live,Laguncularia,racemosa,NA,33.2,16.69,NA,1,simard_2006,1155705.1346956557
Flamingo5B,733,4,live,Rhizophora,mangle,NA,27.6,15.16,NA,1,simard_2006,714910.4389113963
Flamingo5B,733,5,live,Rhizophora,mangle,NA,11.6,6.46,NA,1,simard_2006,75072.14020200452
Flamingo5B,733,6,live,Rhizophora,mangle,NA,22.7,18.11,NA,1,simard_2006,430085.94859667774
Flamingo5B,733,7,live,Rhizophora,mangle,NA,5.9,6.11,NA,1,simard_2006,12945.035788719242
Flamingo5B,733,8,live,Rhizophora,mangle,NA,5.1,5.8,NA,1,simard_2006,8862.790490434978
Flamingo5B,733,9,live,Rhizophora,mangle,NA,7.5,8.43,NA,1,simard_2006,24157.239777367053
Flamingo5B,733,10,live,Rhizophora,mangle,NA,15.6,15.2,NA,1,simard_2006,162185.48389353495
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simard_2006,NA
