study_id,site_id,plot_id,mean_agb_g_m2,vegetation_class,mean_tree_height,g_co2_m2,study
byrd_2018,Everglades,TS_Ph3,53.27,emergent,NA,93.75605232000001,Byrd 2018
byrd_2018,Everglades,TS_Ph3,63.49,emergent,NA,111.74341584000001,Byrd 2018
byrd_2018,Everglades,TS_Ph3,53.21,emergent,NA,93.65045136,Byrd 2018
byrd_2018,Everglades,TS_Ph3,59.91,emergent,NA,105.44255856,Byrd 2018
byrd_2018,Everglades,TS_Ph3,147.72,emergent,NA,259.98956352,Byrd 2018
byrd_2018,Everglades,TS_Ph3,147.33,emergent,NA,259.30315728,Byrd 2018
byrd_2018,Everglades,TS_Ph3,96.22,emergent,NA,169.34873952,Byrd 2018
byrd_2018,Everglades,TS_Ph3,276.77,emergent,NA,487.11962831999995,Byrd 2018
byrd_2018,Everglades,TS_Ph3,46.3,emergent,NA,81.48874079999999,Byrd 2018
byrd_2018,Everglades,TS_Ph3,144.84,emergent,NA,254.92071744,Byrd 2018
byrd_2018,Everglades,TS_Ph3,61.1,emergent,NA,107.5369776,Byrd 2018
byrd_2018,Everglades,TS_Ph3,367.33,emergent,NA,646.50667728,Byrd 2018
byrd_2018,Everglades,TS_Ph3,196.83,emergent,NA,346.42394928000004,Byrd 2018
byrd_2018,Everglades,TS_Ph3,194.41,emergent,NA,342.16471056,Byrd 2018
byrd_2018,Everglades,TS_Ph3,153.15,emergent,NA,269.5464504,Byrd 2018
byrd_2018,Everglades,TS_Ph3,324.79,emergent,NA,571.63559664,Byrd 2018
byrd_2018,Everglades,TS_Ph3,187.5,emergent,NA,330.003,Byrd 2018
byrd_2018,Everglades,TS_Ph3,326.72,emergent,NA,575.03242752,Byrd 2018
byrd_2018,Everglades,TS_Ph3,254.22,emergent,NA,447.43126752,Byrd 2018
byrd_2018,Everglades,TS_Ph3,162.17,emergent,NA,285.42179472,Byrd 2018
byrd_2018,Everglades,TS_Ph3,260.38,emergent,NA,458.27296608,Byrd 2018
byrd_2018,Everglades,TS_Ph3,178.2,emergent,NA,313.63485119999996,Byrd 2018
byrd_2018,Everglades,TS_Ph3,153.33,emergent,NA,269.86325328,Byrd 2018
byrd_2018,Everglades,TS_Ph3,59.33,emergent,NA,104.42174927999999,Byrd 2018
byrd_2018,Everglades,TS_Ph3,191.32,emergent,NA,336.72626111999995,Byrd 2018
byrd_2018,Everglades,TS_Ph3,171.37,emergent,NA,301.61394192,Byrd 2018
byrd_2018,Everglades,TS_Ph3,189.84,emergent,NA,334.12143744,Byrd 2018
byrd_2018,Everglades,4C,14.78,emergent,NA,26.013036479999997,Byrd 2018
byrd_2018,Everglades,1C,17.86,emergent,NA,31.43388576,Byrd 2018
byrd_2018,Everglades,1C,1.54,emergent,NA,2.71042464,Byrd 2018
byrd_2018,Everglades,2N,188.24,emergent,NA,331.30541184,Byrd 2018
byrd_2018,Everglades,2N,266.63,emergent,NA,469.27306608,Byrd 2018
byrd_2018,Everglades,4N,160.55,emergent,NA,282.57056880000005,Byrd 2018
byrd_2018,Everglades,4N,54.55,emergent,NA,96.00887279999999,Byrd 2018
byrd_2018,Everglades,3N,160.86,emergent,NA,283.11617376000004,Byrd 2018
byrd_2018,Everglades,3N,164.76,emergent,NA,289.98023615999995,Byrd 2018
byrd_2018,Everglades,TS_Ph5,333.9,emergent,NA,587.6693424,Byrd 2018
byrd_2018,Everglades,TS_Ph5,328.48,emergent,NA,578.13005568,Byrd 2018
byrd_2018,Everglades,TS_Ph5,127.09,emergent,NA,223.68043344,Byrd 2018
byrd_2018,Everglades,TS_Ph5,148.58,emergent,NA,261.50317728,Byrd 2018
byrd_2018,Everglades,TS_Ph5,132.59,emergent,NA,233.36052144,Byrd 2018
byrd_2018,Everglades,TS_Ph5,158.03,emergent,NA,278.13532848,Byrd 2018
byrd_2018,Everglades,TS_Ph5,124.7,emergent,NA,219.47399520000002,Byrd 2018
byrd_2018,Everglades,TS_Ph5,294.93,emergent,NA,519.08151888,Byrd 2018
byrd_2018,Everglades,TS_Ph5,271.27,emergent,NA,477.43954032,Byrd 2018
byrd_2018,Everglades,TS_Ph5,165.01,emergent,NA,290.42024016,Byrd 2018
byrd_2018,Everglades,TS_Ph5,131.71,emergent,NA,231.81170736,Byrd 2018
byrd_2018,Everglades,TS_Ph5,145.69,emergent,NA,256.41673103999995,Byrd 2018
byrd_2018,Everglades,TS_Ph5,258.64,emergent,NA,455.21053823999995,Byrd 2018
byrd_2018,Everglades,TS_Ph5,277.38,emergent,NA,488.19323807999996,Byrd 2018
byrd_2018,Everglades,TS_Ph5,254.18,emergent,NA,447.36086688,Byrd 2018
byrd_2018,Everglades,TS_Ph5,460.29,emergent,NA,810.11776464,Byrd 2018
byrd_2018,Everglades,TS_Ph5,153.02,emergent,NA,269.31764832000005,Byrd 2018
byrd_2018,Everglades,TS_Ph5,342.37,emergent,NA,602.5766779200001,Byrd 2018
byrd_2018,Everglades,TS_Ph5,159.6,emergent,NA,280.89855359999996,Byrd 2018
byrd_2018,Everglades,TS_Ph5,153.7,emergent,NA,270.5144592,Byrd 2018
byrd_2018,Everglades,TS_Ph5,304.92,emergent,NA,536.66407872,Byrd 2018
byrd_2018,Everglades,TS_Ph5,210.05,emergent,NA,369.6913608,Byrd 2018
byrd_2018,Everglades,TS_Ph5,118.15,emergent,NA,207.94589040000002,Byrd 2018
byrd_2018,Everglades,TS_Ph5,280.46,emergent,NA,493.6140873599999,Byrd 2018
byrd_2018,Everglades,TS_Ph5,87.39,emergent,NA,153.80779824,Byrd 2018
byrd_2018,Everglades,TS_Ph5,108.08,emergent,NA,190.22252928,Byrd 2018
byrd_2018,Everglades,TS_Ph5,180.89,emergent,NA,318.36929424,Byrd 2018
byrd_2018,Everglades,TS_Ph5,125,emergent,NA,220.002,Byrd 2018
byrd_2018,Everglades,TS_Ph5,151.78,emergent,NA,267.13522848,Byrd 2018
byrd_2018,Everglades,TS_Ph5,380.07,emergent,NA,668.9292811199999,Byrd 2018
byrd_2018,Everglades,TS_Ph5,480.21,emergent,NA,845.1772833599999,Byrd 2018
byrd_2018,Everglades,TS_Ph5,129.95,emergent,NA,228.71407919999996,Byrd 2018
byrd_2018,Everglades,TS_Ph5,141.32,emergent,NA,248.72546111999998,Byrd 2018
byrd_2018,Everglades,TS_Ph5,349.71,emergent,NA,615.4951953599999,Byrd 2018
byrd_2018,Everglades,TS_Ph5,154.54,emergent,NA,271.99287264,Byrd 2018
byrd_2018,Everglades,TS_Ph5,174.71,emergent,NA,307.49239536,Byrd 2018
byrd_2018,Everglades,TS_Ph5,148.12,emergent,NA,260.69356992,Byrd 2018
byrd_2018,Everglades,TS_Ph5,209.1,emergent,NA,368.0193456,Byrd 2018
byrd_2018,Everglades,TS_Ph5,131.42,emergent,NA,231.30130272,Byrd 2018
byrd_2018,Everglades,TS_Ph5,127.65,emergent,NA,224.6660424,Byrd 2018
byrd_2018,Everglades,TS_Ph5,174.05,emergent,NA,306.3307848,Byrd 2018
byrd_2018,Everglades,TS_Ph5,297.12,emergent,NA,522.9359539200001,Byrd 2018
byrd_2018,Everglades,TS_Ph5,163.28,emergent,NA,287.37541247999997,Byrd 2018
byrd_2018,Everglades,TS_Ph5,173.45,emergent,NA,305.27477519999997,Byrd 2018
byrd_2018,Everglades,TS_Ph5,281.88,emergent,NA,496.11331008,Byrd 2018
byrd_2018,Everglades,TS_Ph5,336.72,emergent,NA,592.6325875200001,Byrd 2018
byrd_2018,Everglades,TS_Ph5,124.11,emergent,NA,218.43558576,Byrd 2018
byrd_2018,Everglades,TS_Ph5,282.65,emergent,NA,497.4685224,Byrd 2018
byrd_2018,Everglades,TS_Ph5,356.81,emergent,NA,627.99130896,Byrd 2018
byrd_2018,Everglades,TS_Ph5,295.97,emergent,NA,520.91193552,Byrd 2018
byrd_2018,Everglades,TS_Ph5,320.67,emergent,NA,564.3843307200001,Byrd 2018
byrd_2018,Everglades,TS_Ph5,211.78,emergent,NA,372.73618848,Byrd 2018
byrd_2018,Everglades,TS_Ph5,242.69,emergent,NA,427.13828304,Byrd 2018
byrd_2018,Everglades,TS_Ph5,312.91,emergent,NA,550.72660656,Byrd 2018
byrd_2018,Everglades,TS_Ph5,294.8,emergent,NA,518.8527167999999,Byrd 2018
byrd_2018,Everglades,TS_Ph5,199.94,emergent,NA,351.89759904,Byrd 2018
byrd_2018,Everglades,TS_Ph4,144.2,emergent,NA,253.7943072,Byrd 2018
byrd_2018,Everglades,TS_Ph4,346.53,emergent,NA,609.89834448,Byrd 2018
byrd_2018,Everglades,TS_Ph4,155.94,emergent,NA,274.45689503999995,Byrd 2018
byrd_2018,Everglades,TS_Ph4,192.04,emergent,NA,337.99347264,Byrd 2018
byrd_2018,Everglades,TS_Ph4,158.45,emergent,NA,278.87453519999997,Byrd 2018
byrd_2018,Everglades,TS_Ph4,164.75,emergent,NA,289.962636,Byrd 2018
byrd_2018,Everglades,TS_Ph4,161.21,emergent,NA,283.73217936000003,Byrd 2018
byrd_2018,Everglades,TS_Ph4,190.29,emergent,NA,334.91344463999997,Byrd 2018
byrd_2018,Everglades,TS_Ph4,108.58,emergent,NA,191.10253727999998,Byrd 2018
byrd_2018,Everglades,TS_Ph4,99.04,emergent,NA,174.31198464000002,Byrd 2018
byrd_2018,Everglades,TS_Ph4,196.74,emergent,NA,346.26554784,Byrd 2018
byrd_2018,Everglades,TS_Ph4,156.56,emergent,NA,275.54810496,Byrd 2018
byrd_2018,Everglades,TS_Ph4,356.28,emergent,NA,627.0585004799999,Byrd 2018
byrd_2018,Everglades,TS_Ph4,139.2,emergent,NA,244.99422719999995,Byrd 2018
byrd_2018,Everglades,TS_Ph4,161.38,emergent,NA,284.03138207999996,Byrd 2018
byrd_2018,Everglades,TS_Ph4,135.46,emergent,NA,238.41176736000003,Byrd 2018
byrd_2018,Everglades,TS_Ph4,131.06,emergent,NA,230.66769696,Byrd 2018
byrd_2018,Everglades,TS_Ph4,156.07,emergent,NA,274.68569712,Byrd 2018
byrd_2018,Everglades,TS_Ph4,129.39,emergent,NA,227.72847023999998,Byrd 2018
byrd_2018,Everglades,TS_Ph4,114.88,emergent,NA,202.19063807999999,Byrd 2018
byrd_2018,Everglades,TS_Ph4,157.93,emergent,NA,277.95932688,Byrd 2018
byrd_2018,Everglades,TS_Ph4,79.15,emergent,NA,139.30526640000002,Byrd 2018
byrd_2018,Everglades,TS_Ph4,108.91,emergent,NA,191.68334255999997,Byrd 2018
byrd_2018,Everglades,TS_Ph4,122.86,emergent,NA,216.23556576000001,Byrd 2018
byrd_2018,Everglades,TS_Ph4,137.79,emergent,NA,242.51260463999995,Byrd 2018
byrd_2018,Everglades,TS_Ph4,144.03,emergent,NA,253.49510448,Byrd 2018
byrd_2018,Everglades,TS_Ph4,117.82,emergent,NA,207.36508511999997,Byrd 2018
byrd_2018,Everglades,TS_Ph4,145.57,emergent,NA,256.20552912,Byrd 2018
byrd_2018,Everglades,TS_Ph4,126.63,emergent,NA,222.87082608,Byrd 2018
byrd_2018,Everglades,TS_Ph4,122.4,emergent,NA,215.4259584,Byrd 2018
byrd_2018,Everglades,TS_Ph4,209.92,emergent,NA,369.46255871999995,Byrd 2018
byrd_2018,Everglades,TS_Ph4,360.94,emergent,NA,635.2601750399999,Byrd 2018
byrd_2018,Everglades,TS_Ph4,142.34,emergent,NA,250.52067744000001,Byrd 2018
byrd_2018,Everglades,TS_Ph4,130.77,emergent,NA,230.15729232,Byrd 2018
byrd_2018,Everglades,TS_Ph4,171.41,emergent,NA,301.68434256,Byrd 2018
byrd_2018,Everglades,TS_Ph4,188.54,emergent,NA,331.83341663999994,Byrd 2018
byrd_2018,Everglades,TS_Ph4,199.87,emergent,NA,351.77439792,Byrd 2018
byrd_2018,Everglades,TS_Ph4,132.23,emergent,NA,232.72691567999996,Byrd 2018
byrd_2018,Everglades,TS_Ph4,156.71,emergent,NA,275.81210735999997,Byrd 2018
byrd_2018,Everglades,TS_Ph4,178.62,emergent,NA,314.37405792,Byrd 2018
byrd_2018,Everglades,TS_Ph4,164.55,emergent,NA,289.6106328,Byrd 2018
byrd_2018,Everglades,TS_Ph4,242.86,emergent,NA,427.43748576,Byrd 2018
byrd_2018,Everglades,TS_Ph4,125.26,emergent,NA,220.45960416,Byrd 2018
byrd_2018,Everglades,TS_Ph4,150.38,emergent,NA,264.67120608,Byrd 2018
byrd_2018,Everglades,TS_Ph4,262.07,emergent,NA,461.24739312,Byrd 2018
byrd_2018,Everglades,TS_Ph4,140.95,emergent,NA,248.07425519999998,Byrd 2018
byrd_2018,Everglades,TS_Ph4,276.69,emergent,NA,486.97882703999994,Byrd 2018
byrd_2018,Everglades,TS_Ph4,186.84,emergent,NA,328.84138944,Byrd 2018
byrd_2018,Everglades,TS_Ph4,109.81,emergent,NA,193.26735696,Byrd 2018
byrd_2018,Everglades,TS_Ph4,182.42,emergent,NA,321.06211871999994,Byrd 2018
byrd_2018,Everglades,TS_Ph4,139.22,emergent,NA,245.02942751999998,Byrd 2018
byrd_2018,Everglades,TS_Ph4,157.05,emergent,NA,276.4105128,Byrd 2018
byrd_2018,Everglades,TS_Ph4,301.44,emergent,NA,530.5392230399999,Byrd 2018
byrd_2018,Everglades,TS_Ph4,192.62,emergent,NA,339.01428192000003,Byrd 2018
byrd_2018,Everglades,TS_Ph4,338.83,emergent,NA,596.34622128,Byrd 2018
byrd_2018,Everglades,TS_Ph4,134.63,emergent,NA,236.95095408,Byrd 2018
byrd_2018,Everglades,5W,31.39,emergent,NA,55.24690224,Byrd 2018
byrd_2018,Everglades,5W,17.95,emergent,NA,31.592287199999998,Byrd 2018
byrd_2018,Everglades,TS_Ph2,116.22,emergent,NA,204.54905952,Byrd 2018
byrd_2018,Everglades,TS_Ph2,59.93,emergent,NA,105.47775888,Byrd 2018
byrd_2018,Everglades,TS_Ph2,125.01,emergent,NA,220.01960016,Byrd 2018
byrd_2018,Everglades,TS_Ph2,104.07,emergent,NA,183.16486511999997,Byrd 2018
byrd_2018,Everglades,TS_Ph2,89.65,emergent,NA,157.7854344,Byrd 2018
byrd_2018,Everglades,TS_Ph2,64.48,emergent,NA,113.48583168,Byrd 2018
byrd_2018,Everglades,TS_Ph2,75.63,emergent,NA,133.11001008,Byrd 2018
byrd_2018,Everglades,TS_Ph2,77.35,emergent,NA,136.13723759999996,Byrd 2018
byrd_2018,Everglades,TS_Ph2,81.07,emergent,NA,142.68449711999997,Byrd 2018
byrd_2018,Everglades,TS_Ph2,143.72,emergent,NA,252.94949951999996,Byrd 2018
byrd_2018,Everglades,TS_Ph2,102.43,emergent,NA,180.27843888,Byrd 2018
byrd_2018,Everglades,TS_Ph2,110.56,emergent,NA,194.58736896,Byrd 2018
byrd_2018,Everglades,TS_Ph2,81.42,emergent,NA,143.30050272,Byrd 2018
byrd_2018,Everglades,TS_Ph2,186.99,emergent,NA,329.10539184000004,Byrd 2018
byrd_2018,Everglades,TS_Ph2,143.04,emergent,NA,251.75268864,Byrd 2018
byrd_2018,Everglades,TS_Ph2,80.57,emergent,NA,141.80448911999997,Byrd 2018
byrd_2018,Everglades,TS_Ph2,139.87,emergent,NA,246.17343792000003,Byrd 2018
byrd_2018,Everglades,TS_Ph2,94.58,emergent,NA,166.46231328,Byrd 2018
byrd_2018,Everglades,TS_Ph2,66.23,emergent,NA,116.56585968,Byrd 2018
byrd_2018,Everglades,TS_Ph2,134.83,emergent,NA,237.30295728000002,Byrd 2018
byrd_2018,Everglades,TS_Ph2,99.38,emergent,NA,174.91039007999998,Byrd 2018
byrd_2018,Everglades,TS_Ph2,98.25,emergent,NA,172.921572,Byrd 2018
byrd_2018,Everglades,TS_Ph2,106.35,emergent,NA,187.17770159999998,Byrd 2018
byrd_2018,Everglades,TS_Ph2,152.73,emergent,NA,268.80724367999994,Byrd 2018
byrd_2018,Everglades,TS_Ph2,83.75,emergent,NA,147.40133999999998,Byrd 2018
byrd_2018,Everglades,TS_Ph2,170.61,emergent,NA,300.27632976,Byrd 2018
byrd_2018,Everglades,TS_Ph2,75.73,emergent,NA,133.28601168,Byrd 2018
byrd_2018,Everglades,TS_Ph2,209.65,emergent,NA,368.9873544,Byrd 2018
byrd_2018,Everglades,TS_Ph2,77.58,emergent,NA,136.54204128,Byrd 2018
byrd_2018,Everglades,TS_Ph2,65.7,emergent,NA,115.63305120000001,Byrd 2018
byrd_2018,Everglades,TS_Ph2,70.35,emergent,NA,123.81712559999998,Byrd 2018
byrd_2018,Everglades,TS_Ph2,152.2,emergent,NA,267.8744352,Byrd 2018
byrd_2018,Everglades,TS_Ph2,57.11,emergent,NA,100.51451375999999,Byrd 2018
byrd_2018,Everglades,TS_Ph2,113.79,emergent,NA,200.27222064,Byrd 2018
byrd_2018,Everglades,TS_Ph2,107.86,emergent,NA,189.83532576,Byrd 2018
byrd_2018,Everglades,TS_Ph2,50.66,emergent,NA,89.16241056,Byrd 2018
byrd_2018,Everglades,TS_Ph2,84.98,emergent,NA,149.56615968,Byrd 2018
byrd_2018,Everglades,TS_Ph2,67.37,emergent,NA,118.57227792,Byrd 2018
byrd_2018,Everglades,TS_Ph2,199.88,emergent,NA,351.79199808,Byrd 2018
byrd_2018,Everglades,TS_Ph2,73.93,emergent,NA,130.11798288000003,Byrd 2018
byrd_2018,Everglades,TS_Ph2,167.94,emergent,NA,295.57708704,Byrd 2018
byrd_2018,Everglades,TS_Ph2,62.52,emergent,NA,110.03620031999999,Byrd 2018
byrd_2018,Everglades,TS_Ph2,176.88,emergent,NA,311.31163008,Byrd 2018
byrd_2018,Everglades,TS_Ph2,91.46,emergent,NA,160.97106336,Byrd 2018
byrd_2018,Everglades,TS_Ph2,110.61,emergent,NA,194.67536976,Byrd 2018
byrd_2018,Everglades,TS_Ph2,89.79,emergent,NA,158.03183664000002,Byrd 2018
byrd_2018,Everglades,TS_Ph2,83.33,emergent,NA,146.66213327999998,Byrd 2018
byrd_2018,Everglades,TS_Ph2,75.6,emergent,NA,133.0572096,Byrd 2018
byrd_2018,Everglades,TS_Ph2,153.73,emergent,NA,270.56725967999995,Byrd 2018
byrd_2018,Everglades,TS_Ph2,65.21,emergent,NA,114.77064335999998,Byrd 2018
byrd_2018,Everglades,TS_Ph2,165.13,emergent,NA,290.63144208,Byrd 2018
byrd_2018,Everglades,TS_Ph2,69.24,emergent,NA,121.86350784,Byrd 2018
byrd_2018,Everglades,TS_Ph2,120.28,emergent,NA,211.69472448000002,Byrd 2018
byrd_2018,Everglades,TS_Ph2,87.27,emergent,NA,153.59659631999997,Byrd 2018
byrd_2018,Everglades,TS_Ph2,193.61,emergent,NA,340.75669776,Byrd 2018
byrd_2018,Everglades,TS_Ph2,53.48,emergent,NA,94.12565568,Byrd 2018
byrd_2018,Everglades,TS_Ph2,166.9,emergent,NA,293.74667039999997,Byrd 2018
byrd_2018,Everglades,TS_Ph2,152.97,emergent,NA,269.22964752,Byrd 2018
byrd_2018,Everglades,TS_Ph2,61.98,emergent,NA,109.08579168,Byrd 2018
byrd_2018,Everglades,TS_Ph2,84.51,emergent,NA,148.73895216,Byrd 2018
byrd_2018,Everglades,TS_Ph2,93.66,emergent,NA,164.84309856,Byrd 2018
byrd_2018,Everglades,TS_Ph2,169.35,emergent,NA,298.0587096,Byrd 2018
byrd_2018,Everglades,TS_Ph2,176.46,emergent,NA,310.57242336,Byrd 2018
byrd_2018,Everglades,TS_Ph2,221.5,emergent,NA,389.843544,Byrd 2018
byrd_2018,Everglades,TS_Ph2,269.59,emergent,NA,474.4827134399999,Byrd 2018
byrd_2018,Everglades,TS_Ph2,102.85,emergent,NA,181.01764559999998,Byrd 2018
byrd_2018,Everglades,TS_Ph2,73.48,emergent,NA,129.32597568,Byrd 2018
byrd_2018,Everglades,TS_Ph2,57.87,emergent,NA,101.85212591999999,Byrd 2018
byrd_2018,Everglades,TS_Ph2,72.06,emergent,NA,126.82675296,Byrd 2018
byrd_2018,Everglades,TS_Ph2,213.47,emergent,NA,375.71061552,Byrd 2018
byrd_2018,Everglades,TS_Ph2,84.2,emergent,NA,148.1933472,Byrd 2018
byrd_2018,Everglades,TS_Ph2,60.49,emergent,NA,106.46336784,Byrd 2018
byrd_2018,Everglades,TS_Ph2,137.36,emergent,NA,241.75579776,Byrd 2018
byrd_2018,Everglades,TS_Ph2,217.93,emergent,NA,383.56028688,Byrd 2018
byrd_2018,Everglades,TS_Ph2,64.76,emergent,NA,113.97863616000001,Byrd 2018
byrd_2018,Everglades,TS_Ph2,160.13,emergent,NA,281.83136207999996,Byrd 2018
byrd_2018,Everglades,TS_Ph2,134.61,emergent,NA,236.91575376000003,Byrd 2018
byrd_2018,Everglades,TS_Ph2,177.31,emergent,NA,312.06843696000004,Byrd 2018
byrd_2018,Everglades,TS_Ph2,88.48,emergent,NA,155.72621568,Byrd 2018
byrd_2018,Everglades,TS_Ph2,180.16,emergent,NA,317.08448255999997,Byrd 2018
byrd_2018,Everglades,TS_Ph2,104,emergent,NA,183.041664,Byrd 2018
byrd_2018,Everglades,TS_Ph2,51.54,emergent,NA,90.71122464,Byrd 2018
byrd_2018,Everglades,TS_Ph2,126.69,emergent,NA,222.97642704,Byrd 2018
byrd_2018,Everglades,TS_Ph2,123.07,emergent,NA,216.60516911999997,Byrd 2018
byrd_2018,Everglades,TS_Ph2,84.44,emergent,NA,148.61575104,Byrd 2018
byrd_2018,Everglades,TS_Ph2,183.53,emergent,NA,323.01573648,Byrd 2018
byrd_2018,Everglades,TS_Ph2,90.47,emergent,NA,159.22864751999998,Byrd 2018
byrd_2018,Everglades,TS_Ph2,77.4,emergent,NA,136.2252384,Byrd 2018
byrd_2018,Everglades,TS_Ph2,160.15,emergent,NA,281.8665624,Byrd 2018
byrd_2018,Everglades,TS_Ph2,72.21,emergent,NA,127.09075535999999,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,88.68,emergent,NA,156.07821888,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,174.19,emergent,NA,306.57718704,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,109.29,emergent,NA,192.35214864000002,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,161.19,emergent,NA,283.69697904000003,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,231.02,emergent,NA,406.59889632,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,194.65,emergent,NA,342.5871144,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,131.62,emergent,NA,231.65330592,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,155.11,emergent,NA,272.99608176000004,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,147.69,emergent,NA,259.93676304,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,313.96,emergent,NA,552.5746233599999,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,120.18,emergent,NA,211.51872288,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,118.17,emergent,NA,207.98109072000003,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,154.91,emergent,NA,272.64407855999997,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,119.93,emergent,NA,211.07871888,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,219.03,emergent,NA,385.49630448,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,206.92,emergent,NA,364.18251072,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,154.47,emergent,NA,271.86967152,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,178.93,emergent,NA,314.91966288,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,158.18,emergent,NA,278.39933088000004,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,203.05,emergent,NA,357.3712488,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,132.26,emergent,NA,232.77971615999996,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,152.88,emergent,NA,269.07124608,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,117.65,emergent,NA,207.06588240000002,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,175.88,emergent,NA,309.55161408,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,152.31,emergent,NA,268.06803696000003,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,159.83,emergent,NA,281.30335728,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,228.22,emergent,NA,401.67085152,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,52.99,emergent,NA,93.26324783999999,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,193.65,emergent,NA,340.8270984,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,102.28,emergent,NA,180.01443648,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,154.55,emergent,NA,272.0104728,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,293.65,emergent,NA,516.8286983999999,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,151.24,emergent,NA,266.18481984000005,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,178.93,emergent,NA,314.91966288,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,228.41,emergent,NA,402.00525455999997,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,126.83,emergent,NA,223.22282928,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,208.81,emergent,NA,367.50894095999996,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,46.7,emergent,NA,82.1927472,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,51.87,emergent,NA,91.29202991999999,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,167.98,emergent,NA,295.64748768,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,174.49,emergent,NA,307.10519184000003,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,115.96,emergent,NA,204.09145536,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,141.91,emergent,NA,249.76387056,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,96.25,emergent,NA,169.40153999999998,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,130.33,emergent,NA,229.38288528000004,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,127.4,emergent,NA,224.22603840000002,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,195.72,emergent,NA,344.47033152,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,203.94,emergent,NA,358.93766304,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,105.39,emergent,NA,185.48808624,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,226.78,emergent,NA,399.13642848,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,180.79,emergent,NA,318.19329264,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,178.17,emergent,NA,313.58205072,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,52.45,emergent,NA,92.31283920000001,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,42.77,emergent,NA,75.27588432,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,54.51,emergent,NA,95.93847216,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,52.74,emergent,NA,92.82324384,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,190.47,emergent,NA,335.23024752000003,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,236.54,emergent,NA,416.31418464,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,153.05,emergent,NA,269.3704488,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,121.45,emergent,NA,213.7539432,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,263.72,emergent,NA,464.15141952000005,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,168.49,emergent,NA,296.54509584000004,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,55.07,emergent,NA,96.92408112,Byrd 2018
byrd_2018,Everglades,TS_Ph1b,173.69,emergent,NA,305.69717904000004,Byrd 2018
